OBJECTID	DD_MM_YYY	TIME	LOCATION	LAT	LON	DEPTH	MAG	EVALMODE	TYPE
443	28-4-2011 0:00:00	8:52	Stedum	53.311999999999998	6.727000000000000	3	1.400000000000000	manual	ind
444	19-5-2011 0:00:00	4:33	Zijldijk	53.396000000000001	6.777000000000000	3	1.400000000000000	manual	ind
445	5-6-2011 0:00:00	19:40	Usquert	53.521999999999998	6.485000000000000	3	1.400000000000000	manual	ind
446	27-6-2011 0:00:00	12:00	Garrelsweer	53.295000000000002	6.777000000000000	3	1.400000000000000	manual	ind
447	31-1-2012 0:00:00	6:14	Tjuchem	53.287999999999997	6.872000000000000	3	1.400000000000000	manual	ind
448	5-2-2012 0:00:00	10:19	Eenum	53.329000000000001	6.793000000000000	3	1.400000000000000	manual	ind
449	7-2-2012 0:00:00	19:55	Tjuchem	53.295000000000002	6.868000000000000	3	1.400000000000000	manual	ind
450	22-6-2012 0:00:00	21:07	Ten Post	53.295999999999999	6.755000000000000	3	1.400000000000000	manual	ind
451	27-11-2012 0:00:00	3:50	Froombosch	53.209000000000003	6.785000000000000	3	1.400000000000000	manual	ind
452	11-1-2013 0:00:00	2:24	Eems-Dollard (nabij Delfzijl)	53.345999999999997	6.960000000000000	3	1.400000000000000	manual	ind
453	3-2-2013 0:00:00	18:43	Harkstede	53.229999999999997	6.703000000000000	3	1.400000000000000	manual	ind
454	10-5-2013 0:00:00	4:48	Siddeburen	53.259000000000000	6.853000000000000	3	1.400000000000000	manual	ind
455	2-10-2013 0:00:00	17:45	Wirdum	53.311999999999998	6.787000000000000	3	1.400000000000000	manual	ind
456	18-11-2013 0:00:00	17:45	Loppersum	53.322000000000003	6.747000000000000	3	1.400000000000000	manual	ind
457	2-1-2014 0:00:00	19:12	Froombosch	53.206000000000003	6.755000000000000	3	1.400000000000000	manual	ind
458	27-3-2014 0:00:00	16:48	Siddeburen	53.259000000000000	6.863000000000000	3	1.400000000000000	manual	ind
459	30-3-2014 0:00:00	19:40	Farmsum	53.281999999999996	6.993000000000000	3	1.400000000000000	manual	ind
460	20-4-2014 0:00:00	15:07	Zeerijp	53.350999999999999	6.743000000000000	3	1.400000000000000	manual	ind
461	13-5-2014 0:00:00	22:33	Westerwijtwerd	53.332999999999998	6.640000000000000	3	1.400000000000000	manual	ind
462	23-9-2014 0:00:00	12:14	Lageland	53.240000000000002	6.720000000000000	3	1.400000000000000	manual	ind
463	30-11-2014 0:00:00	23:02	Middelstum	53.359999999999999	6.672000000000000	3	1.400000000000000	manual	ind
464	22-2-2015 0:00:00	19:40	Meedhuizen	53.290999999999997	6.940000000000000	3	1.400000000000000	manual	ind
465	1-3-2015 0:00:00	9:21	Houwerzijl	53.334000000000003	6.343000000000000	3	1.400000000000000	manual	ind
466	22-8-2015 0:00:00	19:12	Woudbloem	53.231000000000002	6.745000000000000	3	1.400000000000000	manual	ind
467	14-12-2015 0:00:00	16:48	Emmen	52.762999999999998	6.919000000000000	3	1.400000000000000	manual	ind
468	8-11-2016 0:00:00	16:33	Eenum	53.331000000000003	6.795000000000000	3	1.400000000000000	manual	ind
469	19-2-2017 0:00:00	19:12	Zijldijk	53.393000000000001	6.758000000000000	3	1.400000000000000	manual	ind
470	26-2-2017 0:00:00	18:57	Wirdum	53.328000000000003	6.778000000000000	3	1.400000000000000	manual	ind
471	13-4-2017 0:00:00	9:21	Uithuizermeeden	53.429000000000002	6.750000000000000	3	1.400000000000000	manual	ind
472	14-5-2017 0:00:00	2:24	Rottum	53.387999999999998	6.643000000000000	3	1.400000000000000	manual	ind
473	6-12-1992 0:00:00	0:14	Loppersum	53.320000000000000	6.740000000000000	3	1.300000000000000	manual	ind
474	4-2-1994 0:00:00	21:50	Garrelsweer	53.305999999999997	6.777000000000000	3	1.300000000000000	manual	ind
475	14-3-1994 0:00:00	4:19	Leermens	53.344999999999999	6.808000000000000	3	1.300000000000000	manual	ind
476	4-4-1994 0:00:00	15:36	Overschild	53.274999999999999	6.828000000000000	3	1.300000000000000	manual	ind
477	30-7-1994 0:00:00	16:19	Warffum	53.365000000000002	6.577000000000000	1	1.300000000000000	manual	ind
478	23-9-1994 0:00:00	0:00	Schoonebeek	52.670000000000002	6.880000000000000	3	1.300000000000000	manual	ind
479	24-1-1995 0:00:00	4:33	Delfzijl	53.316000000000003	6.897000000000000	3	1.300000000000000	manual	ind
480	18-10-1995 0:00:00	8:38	Peize	53.128999999999998	6.492000000000000	3	1.300000000000000	manual	ind
481	7-6-1996 0:00:00	0:14	Garrelsweer	53.308999999999997	6.778000000000000	3	1.300000000000000	manual	ind
482	16-10-1996 0:00:00	2:24	Amen	52.941000000000003	6.610000000000000	3	1.300000000000000	manual	ind
483	16-11-1996 0:00:00	20:52	Zeerijp	53.354999999999997	6.755000000000000	3	1.300000000000000	manual	ind
484	2-3-1997 0:00:00	12:57	Pieterzijl	53.287999999999997	6.267000000000000	3	1.300000000000000	manual	ind
485	19-5-1997 0:00:00	2:09	Roswinkel	52.835999999999999	7.053000000000000	2	1.300000000000000	manual	ind
486	3-12-1997 0:00:00	15:36	Siddeburen	53.244000000000000	6.858000000000000	3	1.300000000000000	manual	ind
487	23-12-1997 0:00:00	2:38	Farmsum	53.316000000000003	7.015000000000000	3	1.300000000000000	manual	ind
488	29-3-1998 0:00:00	12:28	Loppersum	53.344999999999999	6.730000000000000	3	1.300000000000000	manual	ind
489	18-5-1998 0:00:00	11:02	Uithuizermeeden	53.404000000000003	6.732000000000000	3	1.300000000000000	manual	ind
490	1-11-1998 0:00:00	12:00	Eleveld	52.954999999999998	6.572000000000000	3	1.300000000000000	manual	ind
491	12-3-1999 0:00:00	23:16	Roswinkel	52.832999999999998	7.051000000000000	2	1.300000000000000	manual	ind
492	7-7-1999 0:00:00	8:38	Grolloo	52.950000000000003	6.627000000000000	3	1.300000000000000	manual	ind
493	1-4-2000 0:00:00	9:07	Dalen	52.685000000000002	6.750000000000000	3	1.300000000000000	manual	ind
494	19-10-2002 0:00:00	10:19	Nieuw Annerveen	53.067999999999998	6.768000000000000	2	1.300000000000000	manual	ind
495	11-2-2003 0:00:00	13:26	Zeerijp	53.351999999999997	6.773000000000000	3	1.300000000000000	manual	ind
496	29-4-2003 0:00:00	22:04	Woltersum	53.283999999999999	6.730000000000000	3	1.300000000000000	manual	ind
497	7-8-2003 0:00:00	20:24	Zeerijp	53.344999999999999	6.748000000000000	3	1.300000000000000	manual	ind
498	8-10-2004 0:00:00	17:16	Wildervank	53.076000000000001	6.833000000000000	2	1.300000000000000	manual	ind
499	16-2-2005 0:00:00	20:38	Roodeschool	53.404000000000003	6.793000000000000	3	1.300000000000000	manual	ind
500	18-2-2005 0:00:00	13:55	Loppersum	53.340000000000003	6.735000000000000	3	1.300000000000000	manual	ind
501	20-1-2006 0:00:00	2:24	Loppersum	53.335999999999999	6.740000000000000	3	1.300000000000000	manual	ind
502	11-2-2006 0:00:00	22:04	Hellum	53.256000000000000	6.847000000000000	3	1.300000000000000	manual	ind
503	24-2-2006 0:00:00	0:43	Wirdum	53.311999999999998	6.788000000000000	3	1.300000000000000	manual	ind
504	12-7-2006 0:00:00	20:09	Appingedam	53.308999999999997	6.868000000000000	3	1.300000000000000	manual	ind
505	4-11-2006 0:00:00	11:31	Ekehaar	52.933999999999997	6.578000000000000	3	1.300000000000000	manual	ind
506	25-12-2006 0:00:00	12:14	Leens	53.340000000000003	6.403000000000000	3	1.300000000000000	manual	ind
507	28-4-2008 0:00:00	2:09	Siddeburen	53.258000000000003	6.860000000000000	3	1.300000000000000	manual	ind
508	9-5-2008 0:00:00	1:40	Ten Post	53.286000000000001	6.725000000000000	3	1.300000000000000	manual	ind
509	30-5-2008 0:00:00	12:14	Usquert	53.408000000000001	6.633000000000000	3	1.300000000000000	manual	ind
510	1-6-2008 0:00:00	18:28	Garrelsweer	53.308000000000000	6.782000000000000	3	1.300000000000000	manual	ind
511	20-9-2008 0:00:00	16:19	Lageland	53.238000000000000	6.707000000000000	3	1.300000000000000	manual	ind
512	22-5-2009 0:00:00	12:43	Wildervank	53.076000000000001	6.835000000000000	3	1.300000000000000	manual	ind
513	26-5-2009 0:00:00	13:55	Meedhuizen	53.302000000000000	6.930000000000000	3	1.300000000000000	manual	ind
514	26-5-2009 0:00:00	17:45	Farmsum	53.314000000000000	6.928000000000000	3	1.300000000000000	manual	ind
515	14-9-2009 0:00:00	9:21	Steendam	53.277999999999999	6.845000000000000	3	1.300000000000000	manual	ind
516	7-12-2009 0:00:00	20:52	Waddenzee (nabij Eemshaven)	53.451000000000001	6.923000000000000	3	1.300000000000000	manual	ind
517	21-6-2010 0:00:00	11:31	Luddeweer	53.249000000000002	6.745000000000000	3	1.300000000000000	manual	ind
518	6-1-2011 0:00:00	8:09	Garrelsweer	53.295000000000002	6.780000000000000	3	1.300000000000000	manual	ind
519	8-2-2011 0:00:00	0:14	Overschild	53.258000000000003	6.763000000000000	3	1.300000000000000	manual	ind
520	8-4-2011 0:00:00	18:00	Eemshaven	53.445999999999998	6.843000000000000	3	1.300000000000000	manual	ind
521	18-6-2011 0:00:00	17:02	Noordbroek	53.198999999999998	6.845000000000000	3	1.300000000000000	manual	ind
522	18-8-2011 0:00:00	14:38	Woltersum	53.280999999999999	6.733000000000000	3	1.300000000000000	manual	ind
523	24-10-2011 0:00:00	4:04	Farmsum	53.316000000000003	6.965000000000000	3	1.300000000000000	manual	ind
524	4-12-2011 0:00:00	2:24	Overschild	53.292999999999999	6.825000000000000	3	1.300000000000000	manual	ind
525	16-1-2012 0:00:00	19:26	Wirdum	53.319000000000003	6.793000000000000	3	1.300000000000000	manual	ind
526	24-1-2012 0:00:00	11:45	Garrelsweer	53.314999999999998	6.755000000000000	3	1.300000000000000	manual	ind
527	7-3-2012 0:00:00	14:09	Siddeburen	53.229999999999997	6.882000000000000	3	1.300000000000000	manual	ind
528	30-7-2012 0:00:00	21:36	Loppersum	53.340000000000003	6.730000000000000	3	1.300000000000000	manual	ind
529	23-10-2012 0:00:00	1:12	Garrelsweer	53.311000000000000	6.777000000000000	3	1.300000000000000	manual	ind
530	28-4-2013 0:00:00	2:24	Loppersum	53.328000000000003	6.733000000000000	3	1.300000000000000	manual	ind
531	7-6-2013 0:00:00	6:28	Farmsum	53.283000000000001	6.985000000000000	3	1.300000000000000	manual	ind
532	27-6-2013 0:00:00	22:33	Westerwijtwerd	53.331000000000003	6.643000000000000	3	1.300000000000000	manual	ind
533	21-7-2013 0:00:00	0:57	Steendam	53.268999999999998	6.830000000000000	3	1.300000000000000	manual	ind
534	25-8-2013 0:00:00	12:43	Garrelsweer	53.313000000000002	6.775000000000000	3	1.300000000000000	manual	ind
535	29-9-2013 0:00:00	21:50	Garmerwolde	53.247999999999998	6.648000000000000	3	1.300000000000000	manual	ind
536	6-12-2013 0:00:00	16:48	Scharmer	53.225999999999999	6.725000000000000	3	1.300000000000000	manual	ind
537	20-12-2013 0:00:00	18:14	Slochteren	53.213000000000001	6.823000000000000	3	1.300000000000000	manual	ind
538	6-2-2014 0:00:00	18:00	Froombosch	53.185000000000002	6.785000000000000	3	1.300000000000000	manual	ind
539	12-3-2014 0:00:00	15:36	Ekehaar	52.948999999999998	6.590000000000000	3	1.300000000000000	manual	ind
540	28-3-2014 0:00:00	6:00	Waddenzee (nabij Uithuizermeeden)	53.479999999999997	6.758000000000000	3	1.300000000000000	manual	ind
541	17-4-2014 0:00:00	15:07	Loppersum	53.326999999999998	6.723000000000000	3	1.300000000000000	manual	ind
542	26-4-2014 0:00:00	23:45	Schildwolde	53.237000000000002	6.813000000000000	3	1.300000000000000	manual	ind
543	12-5-2014 0:00:00	3:21	Woudbloem	53.212000000000003	6.732000000000000	3	1.300000000000000	manual	ind
544	2-7-2014 0:00:00	18:28	Meedhuizen	53.274999999999999	6.917000000000000	3	1.300000000000000	manual	ind
545	9-8-2014 0:00:00	18:00	Appingedam	53.323000000000000	6.835000000000000	3	1.300000000000000	manual	ind
546	22-11-2014 0:00:00	23:16	Westeremden	53.354999999999997	6.698000000000000	3	1.300000000000000	manual	ind
547	28-12-2014 0:00:00	23:31	Zeerijp	53.350000000000001	6.753000000000000	3	1.300000000000000	manual	ind
548	6-4-2015 0:00:00	15:21	Farmsum	53.290999999999997	6.975000000000000	3	1.300000000000000	manual	ind
549	21-7-2015 0:00:00	21:36	Oosterwijtwerd	53.332000000000001	6.803000000000000	3	1.300000000000000	manual	ind
550	28-8-2015 0:00:00	19:12	Slochteren	53.210999999999999	6.826000000000000	3	1.300000000000000	manual	ind
551	28-8-2015 0:00:00	18:57	Usquert	53.392000000000003	6.584000000000000	3	1.300000000000000	manual	ind
552	25-12-2015 0:00:00	14:24	Loppersum	53.314999999999998	6.735000000000000	3	1.300000000000000	manual	ind
553	13-1-2016 0:00:00	6:57	Hellum	53.247999999999998	6.855000000000000	3	1.300000000000000	manual	ind
554	19-2-2016 0:00:00	16:48	Zuidwolde	53.259999999999998	6.617000000000000	3	1.300000000000000	manual	ind
555	7-8-2016 0:00:00	0:00	Kantens	53.374000000000002	6.644000000000000	3	1.300000000000000	manual	ind
556	28-8-2016 0:00:00	2:24	Uithuizen	53.401000000000003	6.636000000000000	3	1.300000000000000	manual	ind
557	5-2-2017 0:00:00	18:57	Kantens	53.374000000000002	6.650000000000000	3	1.300000000000000	manual	ind
558	12-2-2017 0:00:00	16:33	Startenhuizen	53.381000000000000	6.713000000000000	3	1.300000000000000	manual	ind
559	25-2-2017 0:00:00	2:24	Loppersum	53.325000000000003	6.735000000000000	3	1.300000000000000	manual	ind
560	14-3-2017 0:00:00	6:57	Delfzijl	53.319000000000003	6.886000000000000	3	1.300000000000000	manual	ind
561	10-4-2017 0:00:00	9:21	Steendam	53.270000000000003	6.838000000000000	3	1.300000000000000	manual	ind
562	26-10-1994 0:00:00	19:55	Luddeweer	53.246000000000002	6.737000000000000	3	1.200000000000000	manual	ind
563	1-2-1995 0:00:00	0:00	Nieuw Annerveen	53.079000000000001	6.775000000000000	3	1.200000000000000	manual	ind
564	30-12-1995 0:00:00	22:33	Roswinkel	52.844999999999999	7.048000000000000	3	1.200000000000000	manual	ind
565	7-6-1996 0:00:00	15:21	Annerveenschekanaal	53.085000000000001	6.780000000000000	3	1.200000000000000	manual	ind
566	17-2-1997 0:00:00	11:16	Geelbroek	52.947000000000003	6.568000000000000	3	1.200000000000000	manual	ind
567	6-6-1997 0:00:00	21:07	Tjuchem	53.292000000000002	6.875000000000000	3	1.200000000000000	manual	ind
568	9-7-1997 0:00:00	1:26	Roswinkel	52.832999999999998	7.053000000000000	2	1.200000000000000	manual	ind
569	23-7-1997 0:00:00	0:57	Overschild	53.247000000000000	6.753000000000000	3	1.200000000000000	manual	ind
570	20-11-1997 0:00:00	0:57	Slochteren	53.206000000000003	6.792000000000000	3	1.200000000000000	manual	ind
571	8-1-1998 0:00:00	6:14	Amen	52.936999999999998	6.597000000000000	3	1.200000000000000	manual	ind
572	8-4-2000 0:00:00	16:19	Groningen	53.204999999999998	6.632000000000000	3	1.200000000000000	manual	ind
573	14-4-2000 0:00:00	18:57	Garrelsweer	53.308000000000000	6.772000000000000	3	1.200000000000000	manual	ind
574	6-7-2000 0:00:00	17:16	Zeerijp	53.340000000000003	6.752000000000000	3	1.200000000000000	manual	ind
575	26-10-2003 0:00:00	3:21	Garrelsweer	53.304000000000002	6.788000000000000	3	1.200000000000000	manual	ind
576	30-1-2004 0:00:00	23:45	Appingedam	53.314000000000000	6.868000000000000	3	1.200000000000000	manual	ind
577	27-7-2004 0:00:00	22:33	Appingedam	53.343000000000004	6.875000000000000	3	1.200000000000000	manual	ind
578	18-9-2004 0:00:00	9:07	Uithuizermeeden	53.415999999999997	6.703000000000000	3	1.200000000000000	manual	ind
579	13-11-2004 0:00:00	7:40	Overschild	53.290999999999997	6.802000000000000	3	1.200000000000000	manual	ind
580	1-3-2005 0:00:00	9:50	Delfzijl	53.326000000000001	6.922000000000000	3	1.200000000000000	manual	ind
581	2-4-2005 0:00:00	17:45	Overschild	53.270000000000003	6.798000000000000	3	1.200000000000000	manual	ind
582	10-9-2005 0:00:00	16:04	Garrelsweer	53.316000000000003	6.772000000000000	3	1.200000000000000	manual	ind
583	12-4-2006 0:00:00	3:21	Steendam	53.270000000000003	6.837000000000000	3	1.200000000000000	manual	ind
584	3-5-2006 0:00:00	7:26	Ten Post	53.289999999999999	6.767000000000000	3	1.200000000000000	manual	ind
585	17-6-2006 0:00:00	15:21	Garrelsweer	53.296999999999997	6.768000000000000	3	1.200000000000000	manual	ind
586	24-6-2006 0:00:00	12:00	Oosterwijtwerd	53.341000000000001	6.823000000000000	3	1.200000000000000	manual	ind
587	5-11-2006 0:00:00	10:19	Overschild	53.273000000000003	6.792000000000000	3	1.200000000000000	manual	ind
588	31-1-2007 0:00:00	20:52	Eppenhuizen	53.368000000000002	6.672000000000000	3	1.200000000000000	manual	ind
589	21-3-2007 0:00:00	8:38	Lageland	53.240000000000002	6.722000000000000	3	1.200000000000000	manual	ind
590	30-3-2007 0:00:00	16:04	Lageland	53.235999999999997	6.707000000000000	3	1.200000000000000	manual	ind
591	13-4-2007 0:00:00	4:04	Woudbloem	53.225999999999999	6.743000000000000	3	1.200000000000000	manual	ind
592	23-6-2007 0:00:00	5:16	Stedum	53.317000000000000	6.703000000000000	3	1.200000000000000	manual	ind
593	28-9-2007 0:00:00	0:43	Middelstum	53.338000000000001	6.623000000000000	3	1.200000000000000	manual	ind
594	19-3-2008 0:00:00	0:28	Tinallinge	53.347999999999999	6.565000000000000	3	1.200000000000000	manual	ind
595	31-3-2008 0:00:00	12:00	Westeremden	53.345999999999997	6.700000000000000	3	1.200000000000000	manual	ind
596	7-4-2008 0:00:00	17:31	Meedhuizen	53.293999999999997	6.897000000000000	3	1.200000000000000	manual	ind
597	10-5-2008 0:00:00	7:26	Loppersum	53.326999999999998	6.728000000000000	3	1.200000000000000	manual	ind
598	23-7-2008 0:00:00	23:16	Harkstede	53.212000000000003	6.663000000000000	3	1.200000000000000	manual	ind
599	16-11-2008 0:00:00	16:04	Eexterveen	53.048000000000002	6.792000000000000	3	1.200000000000000	manual	ind
600	24-12-2008 0:00:00	22:48	Vries	53.064999999999998	6.582000000000000	3	1.200000000000000	manual	ind
601	1-1-2009 0:00:00	16:33	Delfzijl	53.329999999999998	6.902000000000000	3	1.200000000000000	manual	ind
602	3-2-2009 0:00:00	1:40	Appingedam	53.314999999999998	6.875000000000000	3	1.200000000000000	manual	ind
603	13-3-2009 0:00:00	19:40	Holwierde	53.350000000000001	6.902000000000000	3	1.200000000000000	manual	ind
604	22-3-2009 0:00:00	2:38	Noordlaren	53.119999999999997	6.648000000000000	3	1.200000000000000	manual	ind
605	1-5-2009 0:00:00	17:31	Scharmer	53.222000000000001	6.720000000000000	3	1.200000000000000	manual	ind
606	7-5-2009 0:00:00	13:26	Lageland	53.253000000000000	6.723000000000000	3	1.200000000000000	manual	ind
607	5-7-2009 0:00:00	6:28	Schildwolde	53.225999999999999	6.835000000000000	3	1.200000000000000	manual	ind
608	20-11-2009 0:00:00	11:02	Garrelsweer	53.320999999999998	6.747000000000000	3	1.200000000000000	manual	ind
609	14-1-2010 0:00:00	15:36	Overschild	53.292999999999999	6.817000000000000	3	1.200000000000000	manual	ind
610	17-2-2010 0:00:00	23:31	Froombosch	53.192000000000000	6.792000000000000	3	1.200000000000000	manual	ind
611	30-5-2010 0:00:00	23:45	Lageland	53.238000000000000	6.678000000000000	3	1.200000000000000	manual	ind
612	2-12-2010 0:00:00	18:57	Usquert	53.423000000000002	6.580000000000000	3	1.200000000000000	manual	ind
613	7-12-2010 0:00:00	1:26	Appingedam	53.313000000000002	6.862000000000000	3	1.200000000000000	manual	ind
614	26-3-2011 0:00:00	21:50	Hellum	53.253000000000000	6.820000000000000	3	1.200000000000000	manual	ind
615	2-5-2011 0:00:00	10:33	Meeden	53.127000000000002	6.937000000000000	3	1.200000000000000	manual	ind
616	10-5-2011 0:00:00	21:36	Harkstede	53.223999999999997	6.657000000000000	3	1.200000000000000	manual	ind
617	19-5-2011 0:00:00	7:12	Krewerd	53.359000000000002	6.843000000000000	3	1.200000000000000	manual	ind
618	23-5-2011 0:00:00	5:02	Overschild	53.270000000000003	6.767000000000000	3	1.200000000000000	manual	ind
619	23-7-2011 0:00:00	12:00	Schildwolde	53.246000000000002	6.775000000000000	3	1.200000000000000	manual	ind
620	27-7-2011 0:00:00	7:40	Tjuchem	53.284999999999997	6.880000000000000	3	1.200000000000000	manual	ind
621	27-7-2011 0:00:00	0:57	Farmsum	53.286000000000001	6.953000000000000	3	1.200000000000000	manual	ind
622	7-11-2011 0:00:00	6:28	Lageland	53.246000000000002	6.685000000000000	3	1.200000000000000	manual	ind
623	18-4-2012 0:00:00	10:19	Loppersum	53.341000000000001	6.733000000000000	3	1.200000000000000	manual	ind
624	27-7-2012 0:00:00	12:00	Stedum	53.314999999999998	6.680000000000000	3	1.200000000000000	manual	ind
625	16-8-2012 0:00:00	15:21	Zeerijp	53.362000000000002	6.752000000000000	3	1.200000000000000	manual	ind
626	28-9-2012 0:00:00	11:45	Schildwolde	53.219000000000001	6.830000000000000	3	1.200000000000000	manual	ind
627	17-12-2012 0:00:00	20:52	Loppersum	53.323000000000000	6.730000000000000	3	1.200000000000000	manual	ind
628	25-12-2012 0:00:00	15:21	Het Zandt	53.377000000000002	6.783000000000000	3	1.200000000000000	manual	ind
629	18-1-2013 0:00:00	14:24	Zandeweer	53.389000000000003	6.663000000000000	3	1.200000000000000	manual	ind
630	27-1-2013 0:00:00	8:52	Froombosch	53.186000000000000	6.773000000000000	3	1.200000000000000	manual	ind
631	22-5-2013 0:00:00	22:04	Sappemeer	53.177000000000000	6.777000000000000	3	1.200000000000000	manual	ind
632	22-5-2013 0:00:00	6:14	Overschild	53.286999999999999	6.812000000000000	3	1.200000000000000	manual	ind
633	24-5-2013 0:00:00	9:50	Westeremden	53.329999999999998	6.705000000000000	3	1.200000000000000	manual	ind
634	30-5-2013 0:00:00	12:14	Steendam	53.281999999999996	6.838000000000000	3	1.200000000000000	manual	ind
635	3-6-2013 0:00:00	7:12	Appingedam	53.317999999999998	6.867000000000000	3	1.200000000000000	manual	ind
636	25-9-2013 0:00:00	9:50	Tjuchem	53.281999999999996	6.862000000000000	3	1.200000000000000	manual	ind
637	30-9-2013 0:00:00	5:31	Scharmer	53.222000000000001	6.715000000000000	3	1.200000000000000	manual	ind
638	1-10-2013 0:00:00	6:43	Scharmer	53.231999999999999	6.713000000000000	3	1.200000000000000	manual	ind
639	3-10-2013 0:00:00	4:19	Garrelsweer	53.314000000000000	6.777000000000000	3	1.200000000000000	manual	ind
640	10-11-2013 0:00:00	23:31	Garrelsweer	53.298000000000002	6.772000000000000	3	1.200000000000000	manual	ind
641	23-12-2013 0:00:00	12:57	Westeremden	53.347999999999999	6.692000000000000	3	1.200000000000000	manual	ind
642	16-1-2014 0:00:00	21:50	Farmsum	53.277000000000001	6.973000000000000	3	1.200000000000000	manual	ind
643	28-2-2014 0:00:00	22:04	Ten Post	53.279000000000003	6.750000000000000	3	1.200000000000000	manual	ind
644	2-4-2014 0:00:00	16:19	Sappemeer	53.162999999999997	6.802000000000000	3	1.200000000000000	manual	ind
645	4-4-2014 0:00:00	1:40	Garmerwolde	53.250000000000000	6.667000000000000	3	1.200000000000000	manual	ind
646	12-6-2014 0:00:00	0:28	Froombosch	53.207000000000001	6.763000000000000	3	1.200000000000000	manual	ind
647	7-7-2014 0:00:00	6:28	Lageland	53.240000000000002	6.688000000000000	3	1.200000000000000	manual	ind
648	8-7-2014 0:00:00	5:16	Lageland	53.244000000000000	6.707000000000000	3	1.200000000000000	manual	ind
649	19-8-2014 0:00:00	6:57	Garsthuizen	53.375999999999998	6.725000000000000	3	1.200000000000000	manual	ind
650	21-8-2014 0:00:00	0:00	Garsthuizen	53.372999999999998	6.727000000000000	3	1.200000000000000	manual	ind
651	23-1-2015 0:00:00	6:57	Sappemeer	53.174999999999997	6.797000000000000	3	1.200000000000000	manual	ind
652	1-3-2015 0:00:00	11:31	Overschild	53.271999999999998	6.810000000000000	3	1.200000000000000	manual	ind
653	25-3-2015 0:00:00	22:04	Uithuizermeeden	53.433000000000000	6.743000000000000	3	1.200000000000000	manual	ind
654	13-5-2015 0:00:00	16:04	Siddeburen	53.262000000000000	6.900000000000000	3	1.200000000000000	manual	ind
655	9-9-2015 0:00:00	21:21	Harkstede	53.219000000000001	6.701000000000000	3	1.200000000000000	manual	ind
656	27-10-2015 0:00:00	7:12	Garrelsweer	53.317999999999998	6.750000000000000	3	1.200000000000000	manual	ind
657	28-11-2015 0:00:00	0:00	Emmen	52.765999999999998	6.924000000000000	3	1.200000000000000	manual	ind
658	7-3-2016 0:00:00	0:00	Steendam	53.268000000000001	6.826000000000000	3	1.200000000000000	manual	ind
659	28-5-2016 0:00:00	7:12	Groningen	53.237000000000002	6.635000000000000	3	1.200000000000000	manual	ind
660	1-6-2016 0:00:00	12:00	Zeerijp	53.360999999999997	6.750000000000000	3	1.200000000000000	manual	ind
661	18-6-2016 0:00:00	2:24	Kolham	53.183999999999997	6.766000000000000	3	1.200000000000000	manual	ind
662	21-9-2016 0:00:00	2:24	Wagenborgen	53.253999999999998	6.945000000000000	3	1.200000000000000	manual	ind
663	20-11-2016 0:00:00	16:48	Wirdum	53.299999999999997	6.802000000000000	3	1.200000000000000	manual	ind
664	26-2-2017 0:00:00	12:00	Zandeweer	53.386000000000003	6.675000000000000	3	1.200000000000000	manual	ind
665	15-5-2017 0:00:00	18:57	Zuidwolde	53.265000000000001	6.598000000000000	3	1.200000000000000	manual	ind
666	26-3-1993 0:00:00	3:50	Overschild	53.284999999999997	6.795000000000000	3	1.100000000000000	manual	ind
667	14-5-1993 0:00:00	0:00	Wirdum	53.305000000000000	6.793000000000000	3	1.100000000000000	manual	ind
668	14-3-1994 0:00:00	16:04	Kolham	53.170000000000002	6.747000000000000	3	1.100000000000000	manual	ind
669	21-3-1995 0:00:00	8:09	Eems-Dollard (nabij Eemshaven)	53.438000000000002	6.913000000000000	3	1.100000000000000	manual	ind
670	21-7-1995 0:00:00	11:31	Farmsum	53.276000000000003	6.963000000000000	3	1.100000000000000	manual	ind
671	13-9-1995 0:00:00	19:55	Loppersum	53.335000000000001	6.728000000000000	3	1.100000000000000	manual	ind
672	20-11-1995 0:00:00	17:31	Garrelsweer	53.314999999999998	6.762000000000000	3	1.100000000000000	manual	ind
673	12-3-1996 0:00:00	16:04	Nieuw Annerveen	53.064000000000000	6.790000000000000	3	1.100000000000000	manual	ind
674	14-3-1996 0:00:00	7:12	Roswinkel	52.838000000000001	7.064000000000000	2	1.100000000000000	manual	ind
675	9-4-1996 0:00:00	10:19	Eexterveen	53.058999999999997	6.798000000000000	3	1.100000000000000	manual	ind
676	4-5-1997 0:00:00	17:45	Meedhuizen	53.299999999999997	6.930000000000000	3	1.100000000000000	manual	ind
677	13-9-1997 0:00:00	0:28	Loppersum	53.338000000000001	6.747000000000000	3	1.100000000000000	manual	ind
678	22-1-1998 0:00:00	3:36	Assen	52.984000000000002	6.547000000000000	4	1.100000000000000	manual	ind
679	5-2-1998 0:00:00	8:09	Meedhuizen	53.290999999999997	6.935000000000000	3	1.100000000000000	manual	ind
680	14-8-1998 0:00:00	21:21	Froombosch	53.192000000000000	6.803000000000000	3	1.100000000000000	manual	ind
681	11-1-1999 0:00:00	12:43	Roswinkel	52.837000000000003	7.057000000000000	2	1.100000000000000	manual	ind
682	7-6-1999 0:00:00	9:07	Steenbergen	53.097000000000001	6.402000000000000	3	1.100000000000000	manual	ind
683	9-12-1999 0:00:00	1:12	Schildwolde	53.246000000000002	6.803000000000000	3	1.100000000000000	manual	ind
