X,Y,OBJECTID,DD_MM_YYY,TIME,LOCATION,DEPTH,MAG,EVALMODE,TYPE,MAG_100,GM_CODE,GM_NAAM,WATER,OAD,STED,BEV_DICHTH
783243.937596149975434,7024353.883484549820423,876,23-8-2016 0:00:00,7:12,Oostwold Gem Oldambt,3,1.000000000000000,manual,ind,100,GM1895,Oldambt,NEE,830,4,168
750738.646253110026009,7038497.47712286002934,877,20-11-2016 0:00:00,14:09,Ten Post,3,1.000000000000000,manual,ind,100,GM0009,Ten Boer,NEE,371,5,161
769106.362251749960706,7031422.538579599931836,878,26-11-2016 0:00:00,12:00,Siddeburen,3,1.000000000000000,manual,ind,100,GM0040,Slochteren,NEE,221,5,110
757195.176725380006246,7038870.016636270098388,879,30-12-2016 0:00:00,18:57,Wirdum,3,1.000000000000000,manual,ind,100,GM0024,Loppersum,NEE,208,5,89
757529.135197959956713,7012648.603171960450709,880,12-3-1993 0:00:00,12:28,Sappemeer,3,0.900000000000000,manual,ind,90,GM0018,Hoogezand-Sappemeer,NEE,1249,3,515
758308.371634309994988,7021565.351452060043812,881,25-9-1993 0:00:00,11:02,Slochteren,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
707769.32276497001294,7018220.401221049949527,882,3-6-1995 0:00:00,4:48,Tolbert,3,0.900000000000000,manual,ind,90,GM0022,Leek,NEE,735,4,311
753298.994543800014071,7030492.093700019642711,883,12-2-1996 0:00:00,5:45,Overschild,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
786138.24435941001866,6953088.343304810114205,884,25-2-1996 0:00:00,7:12,Roswinkel,2,0.900000000000000,manual,ind,90,GM0114,Emmen,NEE,846,4,321
744504.754762639990076,7036635.041190980002284,885,15-4-1996 0:00:00,4:48,Ten Boer,3,0.900000000000000,manual,ind,90,GM0009,Ten Boer,NEE,371,5,161
766212.055488390033133,7049308.214292139746249,886,17-4-1996 0:00:00,4:19,Holwierde,3,0.900000000000000,manual,ind,90,GM0010,Delfzijl,NEE,680,4,188
763985.665670369984582,7049121.697688990272582,887,25-4-1996 0:00:00,10:33,Holwierde,3,0.900000000000000,manual,ind,90,GM0010,Delfzijl,NEE,680,4,188
746619.825089660007507,7019521.048295070417225,888,30-4-1998 0:00:00,17:16,Scharmer,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
754412.189452760037966,7020636.057700119912624,889,30-5-1998 0:00:00,3:21,Froombosch,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
741053.850544400047511,6993177.91955753043294,890,5-8-2002 0:00:00,3:50,Gasteren,3,0.900000000000000,manual,ind,90,GM1680,Aa en Hunze,NEE,279,5,92
730589.818398640025407,6892504.755856480449438,891,5-9-2002 0:00:00,10:48,Beerze,3,0.900000000000000,manual,ind,90,GM0175,Ommen,NEE,482,5,97
758642.330106919980608,7002629.171668879687786,892,12-10-2002 0:00:00,15:07,Borgercompagnie,3,0.900000000000000,manual,ind,90,GM0047,Veendam,NEE,995,4,362
784245.81301408004947,6952351.248363760299981,893,14-10-2002 0:00:00,12:14,Roswinkel,2,0.900000000000000,manual,ind,90,GM0114,Emmen,NEE,846,4,321
763651.707197629963048,7037007.493497850373387,894,17-12-2002 0:00:00,17:45,Tjuchem,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
751740.521671070018783,7009121.811585689894855,895,6-3-2003 0:00:00,16:04,Kiel-Windeweer,3,0.900000000000000,manual,ind,90,GM0018,Hoogezand-Sappemeer,NEE,1249,3,515
756415.940288890036754,7003000.037285489961505,896,25-8-2003 0:00:00,21:21,Hoogezand,3,0.900000000000000,manual,ind,90,GM0018,Hoogezand-Sappemeer,NEE,1249,3,515
738382.182762600015849,6974124.151079099625349,897,31-10-2004 0:00:00,21:07,Marwijksoord,3,0.900000000000000,manual,ind,90,GM1680,Aa en Hunze,NEE,279,5,92
769774.279197160038166,7031422.538579540327191,898,8-3-2005 0:00:00,12:43,Wagenborgen,3,0.900000000000000,manual,ind,90,GM0010,Delfzijl,NEE,680,4,188
753298.994543800014071,7030678.173974930308759,899,21-3-2005 0:00:00,22:19,Overschild,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
766434.694470150046982,7037007.493497610092163,900,21-4-2005 0:00:00,15:21,Tjuchem,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
766212.055488380021416,7045765.146909469738603,901,23-4-2006 0:00:00,6:43,Delfzijl,3,0.900000000000000,manual,ind,90,GM0010,Delfzijl,NEE,680,4,188
745617.949671600013971,7027701.4114451399073,902,22-5-2006 0:00:00,20:24,Lageland,3,0.900000000000000,manual,ind,90,GM0014,Groningen,NEE,3448,1,2125
758419.691125339944847,7051546.754974179901183,903,12-7-2006 0:00:00,7:55,Godlinze,3,0.900000000000000,manual,ind,90,GM0010,Delfzijl,NEE,680,4,188
753298.994543820037507,7033842.204468189738691,904,18-1-2007 0:00:00,6:57,Overschild,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
743948.157308059977368,7025283.61120012961328,905,17-2-2007 0:00:00,0:28,Harkstede,3,0.900000000000000,manual,ind,90,GM0014,Groningen,NEE,3448,1,2125
763317.748724960023537,7048189.180310480296612,906,17-2-2007 0:00:00,10:48,Krewerd,3,0.900000000000000,manual,ind,90,GM0010,Delfzijl,NEE,680,4,188
756972.537743519991636,7026771.401379840448499,907,18-9-2007 0:00:00,19:26,Schildwolde,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
755080.106398269999772,7040732.975958299823105,908,12-2-2008 0:00:00,23:02,Wirdum,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
752742.397089220001362,7016919.966457709670067,909,19-2-2008 0:00:00,8:09,Kolham,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
729921.90145460003987,7040919.295892629772425,910,15-4-2008 0:00:00,5:02,Wetsinge,3,0.900000000000000,manual,ind,90,GM0053,Winsum,NEE,432,5,134
755302.745380069944076,7040546.660390379838645,911,10-6-2008 0:00:00,18:14,Wirdum,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
761647.956361380056478,7029003.608082310296595,912,22-6-2008 0:00:00,12:43,Hellum,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
748623.575926020042971,7044273.801292600110173,913,23-8-2008 0:00:00,8:52,Loppersum,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
740051.975126369972713,7005225.593252790160477,914,17-3-2009 0:00:00,13:12,Noordlaren,3,0.900000000000000,manual,ind,90,GM0017,Haren,NEE,865,4,431
740051.975126369972713,7005225.593252790160477,915,17-3-2009 0:00:00,14:24,Noordlaren,3,0.900000000000000,manual,ind,90,GM0017,Haren,NEE,865,4,431
739940.655635469942354,7005225.593252809718251,916,17-3-2009 0:00:00,7:26,Noordlaren,3,0.900000000000000,manual,ind,90,GM0017,Haren,NEE,865,4,431
740608.572580880019814,7005225.593252760358155,917,18-3-2009 0:00:00,11:16,Noordlaren,3,0.900000000000000,manual,ind,90,GM0017,Haren,NEE,865,4,431
740274.61410818004515,7005040.106529589742422,918,18-3-2009 0:00:00,1:55,Noordlaren,3,0.900000000000000,manual,ind,90,GM0017,Haren,NEE,865,4,431
754746.147925599943846,7049494.735272949561477,919,14-4-2009 0:00:00,20:52,Het Zandt,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
747510.381016809958965,7009307.393297290429473,920,8-5-2009 0:00:00,20:52,Kropswolde,3,0.900000000000000,manual,ind,90,GM0018,Hoogezand-Sappemeer,NEE,1249,3,515
765655.458033810020424,7025655.532681279815733,921,1-6-2009 0:00:00,11:45,Siddeburen,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
733372.805672039976344,6977820.357527379877865,922,19-11-2009 0:00:00,10:04,Assen,3,0.900000000000000,manual,ind,90,GM0106,Assen,NEE,1538,2,825
764764.902106630033813,7035145.406282960437238,923,21-5-2010 0:00:00,4:19,Tjuchem,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
760646.080943259992637,7026585.412402460351586,924,26-5-2010 0:00:00,1:40,Hellum,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
754189.550470969988964,7023424.264313479885459,925,6-10-2010 0:00:00,23:02,Slochteren,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
771778.030033260001801,6995215.478130909614265,926,19-3-2011 0:00:00,10:33,Nieuwe Pekela,3,0.900000000000000,manual,ind,90,GM0765,Pekela,NEE,531,4,255
761202.678397589945234,6989474.599822109565139,927,12-4-2011 0:00:00,11:31,Gieterveen,3,0.900000000000000,manual,ind,90,GM1680,Aa en Hunze,NEE,279,5,92
756972.537743560038507,7036448.821573929861188,928,13-4-2011 0:00:00,17:02,Overschild,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
757195.176725359982811,7034586.865085190162063,929,8-5-2011 0:00:00,6:28,Overschild,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
767325.250397420022637,7061441.193093890324235,930,19-5-2011 0:00:00,23:02,Eems-Dollard (nabij Eemshaven),3,0.900000000000000,manual,ind,90,GM1651,Eemsmond,JA,-99999999,-99999999,-99999999
758976.28857967001386,7011720.348811400122941,931,23-5-2011 0:00:00,14:09,Zuidbroek,3,0.900000000000000,manual,ind,90,GM1987,Menterwolde,NEE,357,5,152
756749.898761820048094,7051360.185835800133646,932,1-8-2011 0:00:00,4:48,Het Zandt,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
732482.249744819942862,6977265.817544209770858,933,22-9-2011 0:00:00,15:21,Assen,3,0.900000000000000,manual,ind,90,GM0106,Assen,NEE,1538,2,825
733818.083635619957931,6974308.920800879597664,934,15-11-2011 0:00:00,20:24,Ekehaar,3,0.900000000000000,manual,ind,90,GM1680,Aa en Hunze,NEE,279,5,92
758864.969088759971783,7009864.164354809559882,935,20-12-2011 0:00:00,7:40,Tripscompagnie,3,0.900000000000000,manual,ind,90,GM1987,Menterwolde,NEE,357,5,152
752185.799634870025329,7047816.203986230306327,936,28-1-2012 0:00:00,6:14,Zeerijp,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
757306.496216150000691,7011905.991034690290689,937,1-2-2012 0:00:00,11:31,Sappemeer,3,0.900000000000000,manual,ind,90,GM0018,Hoogezand-Sappemeer,NEE,1249,3,515
738382.182763010030612,7027701.411445709876716,938,4-3-2012 0:00:00,3:21,Groningen,3,0.900000000000000,manual,ind,90,GM0014,Groningen,NEE,3448,1,2125
768327.125815470004454,7039242.573596609756351,939,18-3-2012 0:00:00,21:50,Meedhuizen,3,0.900000000000000,manual,ind,90,GM0010,Delfzijl,NEE,680,4,188
745283.991199139971286,7073592.7347930399701,940,14-4-2012 0:00:00,8:52,Waddenzee (nabij Uithuizen),3,0.900000000000000,manual,ind,90,GM1651,Eemsmond,JA,-99999999,-99999999,-99999999
766434.694470169954002,7044460.204197689890862,941,11-5-2012 0:00:00,18:14,Delfzijl,3,0.900000000000000,manual,ind,90,GM0010,Delfzijl,NEE,680,4,188
760868.719925109995529,7038311.213907159864902,942,13-5-2012 0:00:00,12:43,Appingedam,3,0.900000000000000,manual,ind,90,GM0003,Appingedam,NEE,1045,3,503
762761.151270390022546,7029003.608082219958305,943,17-5-2012 0:00:00,0:57,Hellum,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
752519.758107420057058,7016919.966457730159163,944,8-6-2012 0:00:00,3:36,Kolham,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
712778.699855559971184,7019335.228569939732552,945,10-7-2012 0:00:00,0:43,Lettelbert,3,0.900000000000000,manual,ind,90,GM0022,Leek,NEE,735,4,311
757195.176725269993767,7015805.477011179551482,946,19-7-2012 0:00:00,12:28,Sappemeer,3,0.900000000000000,manual,ind,90,GM0018,Hoogezand-Sappemeer,NEE,1249,3,515
760868.719925109995529,7040174.04234641045332,947,28-8-2012 0:00:00,23:02,Appingedam,3,0.900000000000000,manual,ind,90,GM0003,Appingedam,NEE,1045,3,503
739718.016653949976899,7047256.77230675984174,948,23-9-2012 0:00:00,9:21,Middelstum,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
762538.512288609985262,7034773.041128019802272,949,13-10-2012 0:00:00,5:45,Steendam,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
761202.678397799958475,7034586.865084850229323,950,14-11-2012 0:00:00,21:50,Steendam,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
761981.914834100054577,7032539.21603689994663,951,30-11-2012 0:00:00,1:40,Steendam,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
759532.886034299968742,7039801.441757679916918,952,5-1-2013 0:00:00,10:48,Appingedam,3,0.900000000000000,manual,ind,90,GM0003,Appingedam,NEE,1045,3,503
763874.346179459942505,7047070.303825519979,953,12-1-2013 0:00:00,17:45,Holwierde,3,0.900000000000000,manual,ind,90,GM0010,Delfzijl,NEE,680,4,188
762538.512288609985262,7033656.050200729630888,954,12-1-2013 0:00:00,12:57,Tjuchem,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
755859.342834479990415,7020450.211959670297801,955,4-2-2013 0:00:00,20:52,Slochteren,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
740051.97512664005626,7045205.859525609761477,956,2-3-2013 0:00:00,23:16,Westerwijtwerd,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
747733.019998710020445,7026213.447483059950173,957,29-3-2013 0:00:00,18:28,Scharmer,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
750293.368289579986595,7052666.261787639930844,958,15-4-2013 0:00:00,17:02,Garsthuizen,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
738827.460726620047353,7028445.497727500274777,959,1-5-2013 0:00:00,10:33,Groningen,3,0.900000000000000,manual,ind,90,GM0014,Groningen,NEE,3448,1,2125
735821.83447249000892,7059386.616848830133677,960,25-5-2013 0:00:00,6:14,Usquert,3,0.900000000000000,manual,ind,90,GM1651,Eemsmond,NEE,359,5,83
738827.460726620047353,7028073.445893120020628,961,5-6-2013 0:00:00,5:45,Groningen,3,0.900000000000000,manual,ind,90,GM0014,Groningen,NEE,3448,1,2125
738827.460726749966852,7048935.185463920235634,962,3-7-2013 0:00:00,20:52,Toornwerd,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
764764.902106659952551,7044646.611474099569023,963,13-7-2013 0:00:00,9:21,Appingedam,3,0.900000000000000,manual,ind,90,GM0003,Appingedam,NEE,1045,3,503
738938.780217519961298,7028073.44589310977608,964,26-7-2013 0:00:00,5:16,Groningen,3,0.900000000000000,manual,ind,90,GM0014,Groningen,NEE,3448,1,2125
757306.496216250001453,7031794.746991069987416,965,7-8-2013 0:00:00,19:26,Schildwolde,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
756193.301307250047103,7034586.865085270255804,966,21-8-2013 0:00:00,2:24,Overschild,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
760312.122470599948429,7037193.72619108017534,967,18-9-2013 0:00:00,17:31,Appingedam,3,0.900000000000000,manual,ind,90,GM0003,Appingedam,NEE,1045,3,503
780683.589305459987372,7038870.016634199768305,968,2-10-2013 0:00:00,22:33,Borgsweer,3,0.900000000000000,manual,ind,90,GM0010,Delfzijl,NEE,680,4,188
753632.953016540035605,7037752.450428470037878,969,12-1-2014 0:00:00,3:50,Garrelsweer,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
755525.384361819946207,7029375.70339366979897,970,5-2-2014 0:00:00,2:38,Schildwolde,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
753410.314034780021757,7048189.180311310105026,971,10-3-2014 0:00:00,1:12,Zeerijp,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
736712.390399410040118,7017291.497587749734521,972,6-7-2014 0:00:00,13:55,Haren,3,0.900000000000000,manual,ind,90,GM0017,Haren,NEE,865,4,431
763874.346179399988614,7029189.653563399799168,973,22-7-2014 0:00:00,12:14,Siddeburen,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
763985.665670290007256,7025283.611198480241001,974,16-11-2014 0:00:00,10:48,Siddeburen,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
760534.761452320031822,7018220.401217110455036,975,3-12-2014 0:00:00,7:26,Noordbroek,3,0.900000000000000,manual,ind,90,GM1987,Menterwolde,NEE,357,5,152
750627.326762179960497,7032725.344181199558079,976,2-2-2015 0:00:00,18:14,Overschild,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
748957.53439874004107,7047816.203986500389874,977,10-2-2015 0:00:00,1:55,Loppersum,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
766434.694470159942284,7039801.441757090389729,978,15-4-2015 0:00:00,15:36,Appingedam,3,0.900000000000000,manual,ind,90,GM0003,Appingedam,NEE,1045,3,503
749068.853889500023797,7021007.762190559878945,979,11-8-2015 0:00:00,21:21,Scharmer,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
770887.474106190027669,7036821.265163499861956,980,30-10-2015 0:00:00,6:57,Meedhuizen,3,0.900000000000000,manual,ind,90,GM0010,Delfzijl,NEE,680,4,188
750627.32676226994954,7049308.21429346036166,981,15-11-2015 0:00:00,16:48,Zeerijp,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
774004.419851389946416,7028259.46963389031589,982,17-2-2016 0:00:00,18:57,Nieuwolda,3,0.900000000000000,manual,ind,90,GM1895,Oldambt,NEE,830,4,168
744170.796290019992739,7052106.48866983037442,983,4-3-2016 0:00:00,7:12,Eppenhuizen,3,0.900000000000000,manual,ind,90,GM1651,Eemsmond,NEE,359,5,83
760646.080943229957484,7019706.872356349602342,984,11-3-2016 0:00:00,19:12,Noordbroek,3,0.900000000000000,manual,ind,90,GM1987,Menterwolde,NEE,357,5,152
768883.723269960028119,7034400.693396739661694,985,26-7-2016 0:00:00,9:36,Tjuchem,3,0.900000000000000,manual,ind,90,GM0040,Slochteren,NEE,221,5,110
736489.751417689956725,7028259.469636989757419,986,27-9-2016 0:00:00,2:09,Groningen,3,0.900000000000000,manual,ind,90,GM0014,Groningen,NEE,3448,1,2125
756304.620798190007918,7044087.402754809707403,987,8-11-2016 0:00:00,18:57,Eenum,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
762427.192797760013491,7048935.18546199984848,988,27-11-2016 0:00:00,16:48,Krewerd,3,0.900000000000000,manual,ind,90,GM0010,Delfzijl,NEE,680,4,188
773225.183415099978447,7034400.693396359682083,989,3-1-2017 0:00:00,7:12,Meedhuizen,3,0.900000000000000,manual,ind,90,GM0010,Delfzijl,NEE,680,4,188
754078.230980169959366,7043714.618787869811058,990,19-1-2017 0:00:00,14:24,Wirdum,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
750182.048798679956235,7051919.906391119584441,991,4-2-2017 0:00:00,21:21,Garsthuizen,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
758085.732652449980378,7009492.979328299872577,992,6-2-2017 0:00:00,18:57,Sappemeer,3,0.900000000000000,manual,ind,90,GM0018,Hoogezand-Sappemeer,NEE,1249,3,515
742723.64290831994731,7053226.074337460100651,993,14-2-2017 0:00:00,4:48,Zandeweer,3,0.900000000000000,manual,ind,90,GM1651,Eemsmond,NEE,359,5,83
754968.786907369969413,7042410.012501100078225,994,28-2-2017 0:00:00,9:21,Wirdum,3,0.900000000000000,manual,ind,90,GM0024,Loppersum,NEE,208,5,89
760868.719925109995529,7039428.858621319755912,995,17-5-2017 0:00:00,9:21,Appingedam,3,0.900000000000000,manual,ind,90,GM0003,Appingedam,NEE,1045,3,503
757863.093670809990726,7045392.284281769767404,996,27-7-1993 0:00:00,1:40,Oosterwijtwerd,3,0.800000000000000,manual,ind,80,GM0024,Loppersum,NEE,208,5,89
775006.295269530033693,7041664.619268080219626,997,24-3-1994 0:00:00,19:12,Farmsum,3,0.800000000000000,manual,ind,80,GM0010,Delfzijl,NEE,680,4,188
760868.719925050041638,7024911.707087149843574,998,10-5-1994 0:00:00,23:16,Schildwolde,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
740608.572580819949508,6996327.093053380027413,999,12-3-1996 0:00:00,16:19,Zeegse,3,0.800000000000000,manual,ind,80,GM1730,Tynaarlo,NEE,503,4,232
757306.4962160499999,6992807.510247969999909,1000,3-7-1996 0:00:00,3:50,Eexterveen,3,0.800000000000000,manual,ind,80,GM1680,Aa en Hunze,NEE,279,5,92
785136.368941289954819,6952351.248363680206239,1001,17-4-1997 0:00:00,21:36,Roswinkel,2,0.800000000000000,manual,ind,80,GM0114,Emmen,NEE,846,4,321
749959.409816639963537,7009678.569681690074503,1002,4-5-1997 0:00:00,20:24,Hoogezand,3,0.800000000000000,manual,ind,80,GM0018,Hoogezand-Sappemeer,NEE,1249,3,515
735487.875999180017971,6978190.072234399616718,1003,20-10-1998 0:00:00,0:00,Deurze,3,0.800000000000000,manual,ind,80,GM1680,Aa en Hunze,NEE,279,5,92
784245.81301408004947,6952535.515735140070319,1004,27-3-2000 0:00:00,0:43,Roswinkel,2,0.800000000000000,manual,ind,80,GM0114,Emmen,NEE,846,4,321
759421.566543200053275,6996327.093051879666746,1005,26-2-2001 0:00:00,7:26,Wildervank,3,0.800000000000000,manual,ind,80,GM0047,Veendam,NEE,995,4,362
752853.716580179985613,7027515.400740290060639,1006,10-10-2001 0:00:00,5:45,Slochteren,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
762204.553815830033273,7015434.015168529935181,1007,18-12-2002 0:00:00,3:36,Zuidbroek,3,0.800000000000000,manual,ind,80,GM1987,Menterwolde,NEE,357,5,152
758308.371634360053577,7031608.640609920024872,1008,12-2-2003 0:00:00,0:28,Hellum,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
764208.304652109974995,7030119.946199360303581,1009,14-5-2003 0:00:00,21:50,Siddeburen,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
762204.553815889987163,7030678.173974189907312,1010,14-5-2003 0:00:00,12:28,Hellum,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
765321.499561110045761,7028817.566948760300875,1011,31-5-2003 0:00:00,17:31,Siddeburen,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
724467.246400419971906,7040174.042349260300398,1012,29-5-2004 0:00:00,6:28,Winsum,3,0.800000000000000,manual,ind,80,GM0053,Winsum,NEE,432,5,134
740497.253090120037086,7025841.499939739704132,1013,16-12-2004 0:00:00,4:48,Harkstede,3,0.800000000000000,manual,ind,80,GM0014,Groningen,NEE,3448,1,2125
763429.068215850042179,7045019.439136819913983,1014,22-4-2005 0:00:00,16:04,Appingedam,3,0.800000000000000,manual,ind,80,GM0003,Appingedam,NEE,1045,3,503
747176.422544179949909,7022308.864531019702554,1015,25-7-2005 0:00:00,23:31,Scharmer,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
744727.39374437998049,7027515.400740950368345,1016,8-6-2006 0:00:00,9:07,Lageland,3,0.800000000000000,manual,ind,80,GM0014,Groningen,NEE,3448,1,2125
739940.655635469942354,7004854.624121099710464,1017,22-2-2009 0:00:00,15:36,Noordlaren,3,0.800000000000000,manual,ind,80,GM0017,Haren,NEE,865,4,431
739940.655635469942354,7005040.106529610231519,1018,5-3-2009 0:00:00,14:52,Noordlaren,3,0.800000000000000,manual,ind,80,GM0017,Haren,NEE,865,4,431
739940.655635469942354,7004669.146027009934187,1019,12-3-2009 0:00:00,14:52,Noordlaren,3,0.800000000000000,manual,ind,80,GM0017,Haren,NEE,865,4,431
740497.253089979989454,7005040.106529570184648,1020,17-3-2009 0:00:00,18:57,Noordlaren,3,0.800000000000000,manual,ind,80,GM0017,Haren,NEE,865,4,431
756972.537743530003354,7029561.757571679539979,1021,4-7-2010 0:00:00,17:16,Schildwolde,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
758308.371634279959835,7015619.743925279937685,1022,14-3-2011 0:00:00,22:04,Sappemeer,3,0.800000000000000,manual,ind,80,GM0018,Hoogezand-Sappemeer,NEE,1249,3,515
768327.125815329956822,6998365.456071849912405,1023,20-4-2011 0:00:00,16:04,Veendam,3,0.800000000000000,manual,ind,80,GM0047,Veendam,NEE,995,4,362
771666.710542430053465,7015248.290740409865975,1024,5-5-2011 0:00:00,1:26,Scheemda,3,0.800000000000000,manual,ind,80,GM1895,Oldambt,NEE,830,4,168
753632.953016559942625,7042410.012501199729741,1025,18-5-2011 0:00:00,12:14,Wirdum,3,0.800000000000000,manual,ind,80,GM0024,Loppersum,NEE,208,5,89
759421.566543380031362,7033842.204467670060694,1026,2-6-2011 0:00:00,3:21,Overschild,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
743391.559853650047444,7041664.619270759634674,1027,4-9-2011 0:00:00,2:52,Stedum,3,0.800000000000000,manual,ind,80,GM0024,Loppersum,NEE,208,5,89
759532.886034279945306,7033656.05020098015666,1028,6-5-2012 0:00:00,2:38,Overschild,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
765655.458033820032142,7028817.56694872956723,1029,10-5-2012 0:00:00,10:33,Siddeburen,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
767325.250397330033593,7029189.653563099913299,1030,15-5-2012 0:00:00,17:16,Siddeburen,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
751740.521671219961718,7036821.26516513992101,1031,22-6-2012 0:00:00,21:36,Ten Post,3,0.800000000000000,manual,ind,80,GM0009,Ten Boer,NEE,371,5,161
756972.537743570050225,7036635.041189970448613,1032,7-7-2012 0:00:00,1:55,Overschild,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
759532.886034289957024,7037379.963243589736521,1033,25-7-2012 0:00:00,1:12,Overschild,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
742501.003926320001483,7022122.979754479601979,1034,8-8-2012 0:00:00,3:21,Harkstede,3,0.800000000000000,manual,ind,80,GM0014,Groningen,NEE,3448,1,2125
767881.84785182995256,7027143.392368099652231,1035,17-8-2012 0:00:00,11:02,Siddeburen,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
762761.151270400034264,7032166.972808809950948,1036,11-1-2013 0:00:00,4:19,Siddeburen,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
778457.199487449950539,7043901.008584859780967,1037,16-2-2013 0:00:00,9:50,Eems-Dollard (nabij Farmsum),3,0.800000000000000,manual,ind,80,GM0010,Delfzijl,JA,-99999999,-99999999,-99999999
760646.080943270004354,7029747.816098310053349,1038,16-2-2013 0:00:00,5:31,Steendam,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
760312.122470590053126,7035890.188875179737806,1039,13-3-2013 0:00:00,12:57,Overschild,3,0.800000000000000,manual,ind,80,GM0040,Slochteren,NEE,221,5,110
