X,Y,OBJECTID,DD_MM_YYY,TIME,LOCATION,DEPTH,MAG,EVALMODE,TYPE,MAG_100,GM_CODE,GM_NAAM,WATER,OAD,STED,BEV_DICHTH
751183.924216759973206,7047070.30382657982409,497,7-8-2003 0:00:00,20:24,Zeerijp,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
760646.080943119945005,6997068.255713890306652,498,8-10-2004 0:00:00,17:16,Wildervank,2,1.300000000000000,manual,ind,130,GM0047,Veendam,NEE,995,4,362
756193.301307350047864,7058079.435869970358908,499,16-2-2005 0:00:00,20:38,Roodeschool,3,1.300000000000000,manual,ind,130,GM1651,Eemsmond,NEE,359,5,83
749736.770835040020756,7046138.027025329880416,500,18-2-2005 0:00:00,13:55,Loppersum,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
750293.368289540056139,7045392.284282400272787,501,20-1-2006 0:00:00,2:24,Loppersum,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
762204.553815889987163,7030492.093699269928038,502,11-2-2006 0:00:00,22:04,Hellum,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
755636.703852770035155,7040919.29589060973376,503,24-2-2006 0:00:00,0:43,Wirdum,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
764542.26312484999653,7040360.349185870029032,504,12-7-2006 0:00:00,20:09,Appingedam,3,1.300000000000000,manual,ind,130,GM0003,Appingedam,NEE,1045,3,503
732259.610762960044667,6970799.026360820047557,505,4-11-2006 0:00:00,11:31,Ekehaar,3,1.300000000000000,manual,ind,130,GM1680,Aa en Hunze,NEE,279,5,92
712778.69985583005473,7046138.027028080075979,506,25-12-2006 0:00:00,12:14,Leens,3,1.300000000000000,manual,ind,130,GM1663,De Marne,NEE,155,5,59
763651.707197610056028,7030864.258599359542131,507,28-4-2008 0:00:00,2:09,Siddeburen,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
748623.5759259799961,7036076.395417620427907,508,9-5-2008 0:00:00,1:40,Ten Post,3,1.300000000000000,manual,ind,130,GM0009,Ten Boer,NEE,371,5,161
738382.182763210032135,7058826.370091009885073,509,30-5-2008 0:00:00,12:14,Usquert,3,1.300000000000000,manual,ind,130,GM1651,Eemsmond,NEE,359,5,83
754968.786907359957695,7040174.042346900328994,510,1-6-2008 0:00:00,18:28,Garrelsweer,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
746619.82508970994968,7027143.392369870096445,511,20-9-2008 0:00:00,16:19,Lageland,3,1.300000000000000,manual,ind,130,GM0014,Groningen,NEE,3448,1,2125
760868.719924920005724,6997068.255713869817555,512,22-5-2009 0:00:00,12:43,Wildervank,3,1.300000000000000,manual,ind,130,GM0047,Veendam,NEE,995,4,362
771444.071560689946637,7039056.292934640310705,513,26-5-2009 0:00:00,13:55,Meedhuizen,3,1.300000000000000,manual,ind,130,GM0010,Delfzijl,NEE,680,4,188
771221.43257890001405,7041291.948848370462656,514,26-5-2009 0:00:00,17:45,Farmsum,3,1.300000000000000,manual,ind,130,GM0010,Delfzijl,NEE,680,4,188
761981.914834100054577,7034586.865084770135581,515,14-9-2009 0:00:00,9:21,Steendam,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
750849.965743970009498,7029189.653564490377903,517,21-6-2010 0:00:00,11:31,Luddeweer,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
754746.147925550001673,7037752.450428370386362,518,6-1-2011 0:00:00,8:09,Garrelsweer,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
752853.716580200009048,7030864.258600260131061,519,8-2-2011 0:00:00,0:14,Overschild,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
761759.275852410006337,7065925.750689909793437,520,8-4-2011 0:00:00,18:00,Eemshaven,3,1.300000000000000,manual,ind,130,GM1651,Eemsmond,NEE,359,5,83
761981.914834039984271,7019892.700753719545901,521,18-6-2011 0:00:00,17:02,Noordbroek,3,1.300000000000000,manual,ind,130,GM1987,Menterwolde,NEE,357,5,152
749514.131853180006146,7035145.406284240074456,522,18-8-2011 0:00:00,14:38,Woltersum,3,1.300000000000000,manual,ind,130,GM0009,Ten Boer,NEE,371,5,161
775340.253742230008356,7041664.619268050417304,523,24-10-2011 0:00:00,4:04,Farmsum,3,1.300000000000000,manual,ind,130,GM0010,Delfzijl,NEE,680,4,188
759755.525016090017743,7037379.963243570178747,524,4-12-2011 0:00:00,2:24,Overschild,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
756193.30130727996584,7042223.657643619924784,525,16-1-2012 0:00:00,19:26,Wirdum,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
751963.160653040045872,7041478.281877290457487,526,24-1-2012 0:00:00,11:45,Garrelsweer,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
766100.735997410025448,7025655.532681250013411,527,7-3-2012 0:00:00,14:09,Siddeburen,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
749180.173380539985374,7046138.027025380171835,528,30-7-2012 0:00:00,21:36,Loppersum,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
754412.189452860038728,7040732.975958360359073,529,23-10-2012 0:00:00,1:12,Garrelsweer,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
749514.131853229948319,7043901.00858736038208,530,28-4-2013 0:00:00,2:24,Loppersum,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
777566.643560230033472,7035517.788863450288773,531,7-6-2013 0:00:00,6:28,Farmsum,3,1.300000000000000,manual,ind,130,GM0010,Delfzijl,NEE,680,4,188
739495.377672130009159,7044460.204199920408428,532,27-6-2013 0:00:00,22:33,Westerwijtwerd,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
760312.122470580041409,7032911.476676990278065,533,21-7-2013 0:00:00,0:57,Steendam,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
754189.550471059978008,7041105.620187790133059,534,25-8-2013 0:00:00,12:43,Garrelsweer,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
740051.975126540055498,7029003.608084069564939,535,29-9-2013 0:00:00,21:50,Garmerwolde,3,1.300000000000000,manual,ind,130,GM0009,Ten Boer,NEE,371,5,161
748623.575925920042209,7024911.707088160328567,536,6-12-2013 0:00:00,16:48,Scharmer,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
759532.886034230003133,7022494.753645610064268,537,20-12-2013 0:00:00,18:14,Slochteren,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
755302.745379960048012,7017291.497586280107498,538,6-2-2014 0:00:00,18:00,Froombosch,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
733595.44465381000191,6973569.867546129971743,539,12-3-2014 0:00:00,15:36,Ekehaar,3,1.300000000000000,manual,ind,130,GM1680,Aa en Hunze,NEE,279,5,92
752297.119125879951753,7072283.213131059892476,540,28-3-2014 0:00:00,6:00,Waddenzee (nabij Uithuizermeeden),3,1.300000000000000,manual,ind,130,GM1651,Eemsmond,JA,-99999999,-99999999,-99999999
748400.936944219982252,7043714.61878832988441,541,17-4-2014 0:00:00,15:07,Loppersum,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
758419.691125239944085,7026957.394701730459929,542,26-4-2014 0:00:00,23:45,Schildwolde,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
749402.812362210010178,7022308.864530839957297,543,12-5-2014 0:00:00,3:21,Woudbloem,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
769996.918178969994187,7034028.363088239915669,544,2-7-2014 0:00:00,18:28,Meedhuizen,3,1.300000000000000,manual,ind,130,GM0010,Delfzijl,NEE,680,4,188
760868.719925130018964,7042969.103274580091238,545,9-8-2014 0:00:00,18:00,Appingedam,3,1.300000000000000,manual,ind,130,GM0003,Appingedam,NEE,1045,3,503
745617.949671720038168,7048935.185463390313089,546,22-11-2014 0:00:00,23:16,Westeremden,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
751740.521671270020306,7048002.689961530268192,547,28-12-2014 0:00:00,23:31,Zeerijp,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
776453.448651229962707,7037007.493496719747782,548,6-4-2015 0:00:00,15:21,Farmsum,3,1.300000000000000,manual,ind,130,GM0010,Delfzijl,NEE,680,4,188
757306.496216299943626,7044646.611474730074406,549,21-7-2015 0:00:00,21:36,Oosterwijtwerd,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
759866.844506929977797,7022122.97975307982415,550,28-8-2015 0:00:00,19:12,Slochteren,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
732927.527709039975889,7055839.05447394028306,551,28-8-2015 0:00:00,18:57,Usquert,3,1.300000000000000,manual,ind,130,GM1651,Eemsmond,NEE,359,5,83
749736.770835019997321,7041478.281877470202744,552,25-12-2015 0:00:00,14:24,Loppersum,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
763095.10974308999721,7029003.608082200400531,553,13-1-2016 0:00:00,6:57,Hellum,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
736601.07090861001052,7031236.440904290415347,554,19-2-2016 0:00:00,16:48,Zuidwolde,3,1.300000000000000,manual,ind,130,GM0005,Bedum,NEE,678,4,235
739606.697163079981692,7052479.666368190199137,555,7-8-2016 0:00:00,0:00,Kantens,3,1.300000000000000,manual,ind,130,GM1651,Eemsmond,NEE,359,5,83
738716.141235899995081,7057519.281290389597416,556,28-8-2016 0:00:00,2:24,Uithuizen,3,1.300000000000000,manual,ind,130,GM1651,Eemsmond,NEE,359,5,83
740274.614108489942737,7052479.666368139907718,557,5-2-2017 0:00:00,18:57,Kantens,3,1.300000000000000,manual,ind,130,GM1651,Eemsmond,NEE,359,5,83
747287.742035259958357,7053785.92632433027029,558,12-2-2017 0:00:00,16:33,Startenhuizen,3,1.300000000000000,manual,ind,130,GM1651,Eemsmond,NEE,359,5,83
749736.770835030009039,7043341.852295639924705,559,25-2-2017 0:00:00,2:24,Loppersum,3,1.300000000000000,manual,ind,130,GM0024,Loppersum,NEE,208,5,89
766546.013961069984362,7042223.657642739824951,560,14-3-2017 0:00:00,6:57,Delfzijl,3,1.300000000000000,manual,ind,130,GM0010,Delfzijl,NEE,680,4,188
761202.678397789946757,7033097.61352699995041,561,10-4-2017 0:00:00,9:21,Steendam,3,1.300000000000000,manual,ind,130,GM0040,Slochteren,NEE,221,5,110
749959.409816749976017,7028631.530164590105414,562,26-10-1994 0:00:00,19:55,Luddeweer,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
754189.550470830057748,6997624.172898310236633,563,1-2-1995 0:00:00,0:00,Nieuw Annerveen,3,1.200000000000000,manual,ind,120,GM1680,Aa en Hunze,NEE,279,5,92
784579.771486790035851,6954378.422825019806623,564,30-12-1995 0:00:00,22:33,Roswinkel,3,1.200000000000000,manual,ind,120,GM0114,Emmen,NEE,846,4,321
754746.147925350000151,6998736.12349194008857,565,7-6-1996 0:00:00,15:21,Annerveenschekanaal,3,1.200000000000000,manual,ind,120,GM1680,Aa en Hunze,NEE,279,5,92
731146.415853959973902,6973200.366547429934144,566,17-2-1997 0:00:00,11:16,Geelbroek,3,1.200000000000000,manual,ind,120,GM1680,Aa en Hunze,NEE,279,5,92
765321.499561139964499,7037193.726190649904311,567,6-6-1997 0:00:00,21:07,Tjuchem,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
785136.368941289954819,6952166.98523448035121,568,9-7-1997 0:00:00,1:26,Roswinkel,2,1.200000000000000,manual,ind,120,GM0114,Emmen,NEE,846,4,321
751740.521671170019545,7028817.566949909552932,569,23-7-1997 0:00:00,0:57,Overschild,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
756081.981816280051135,7021193.620940189808607,570,20-11-1997 0:00:00,0:57,Slochteren,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
734374.681090109981596,6971353.117756430059671,571,8-1-1998 0:00:00,6:14,Amen,3,1.200000000000000,manual,ind,120,GM1680,Aa en Hunze,NEE,279,5,92
738270.86327206005808,7021007.762191399931908,572,8-4-2000 0:00:00,16:19,Groningen,3,1.200000000000000,manual,ind,120,GM0014,Groningen,NEE,3448,1,2125
753855.591998349991627,7040174.04234699998051,573,14-4-2000 0:00:00,18:57,Garrelsweer,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
751629.202180359978229,7046138.027025169692934,574,6-7-2000 0:00:00,17:16,Zeerijp,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
755636.703852760023437,7039428.85862176027149,575,26-10-2003 0:00:00,3:21,Garrelsweer,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
764542.26312484999653,7041291.948848959989846,576,30-1-2004 0:00:00,23:45,Appingedam,3,1.200000000000000,manual,ind,120,GM0003,Appingedam,NEE,1045,3,503
765321.499561169999652,7046697.379986640065908,577,27-7-2004 0:00:00,22:33,Appingedam,3,1.200000000000000,manual,ind,120,GM0003,Appingedam,NEE,1045,3,503
746174.547126280027442,7060320.449261140078306,578,18-9-2004 0:00:00,9:07,Uithuizermeeden,3,1.200000000000000,manual,ind,120,GM1651,Eemsmond,NEE,359,5,83
757195.176725369994529,7037007.493498399853706,579,13-11-2004 0:00:00,7:40,Overschild,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
770553.515633499948308,7043528.233355980366468,580,1-3-2005 0:00:00,9:50,Delfzijl,3,1.200000000000000,manual,ind,120,GM0010,Delfzijl,NEE,680,4,188
756749.89876174996607,7033097.613527369685471,581,2-4-2005 0:00:00,17:45,Overschild,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
753855.591998360003345,7041664.619269910268486,582,10-9-2005 0:00:00,16:04,Garrelsweer,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
761091.358906890032813,7033097.613527010194957,583,12-4-2006 0:00:00,3:21,Steendam,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
753298.994543830049224,7036821.265165009535849,584,3-5-2006 0:00:00,7:26,Ten Post,3,1.200000000000000,manual,ind,120,GM0009,Ten Boer,NEE,371,5,161
753410.314034739974886,7038124.955053980462253,585,17-6-2006 0:00:00,15:21,Garrelsweer,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
759532.886034330003895,7046324.473639669828117,586,24-6-2006 0:00:00,12:00,Oosterwijtwerd,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
756081.981816340005025,7033656.050201280042529,587,5-11-2006 0:00:00,10:19,Overschild,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
742723.64290830004029,7051360.185836940072477,588,31-1-2007 0:00:00,20:52,Eppenhuizen,3,1.200000000000000,manual,ind,120,GM1651,Eemsmond,NEE,359,5,83
748289.617453229962848,7027515.40074067004025,589,21-3-2007 0:00:00,8:38,Lageland,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
746619.825089700054377,7026771.401380689814687,590,30-3-2007 0:00:00,16:04,Lageland,3,1.200000000000000,manual,ind,120,GM0014,Groningen,NEE,3448,1,2125
750627.326762140030041,7024911.707088,591,13-4-2007 0:00:00,4:04,Woudbloem,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
746174.547126190038398,7041850.961029060184956,592,23-6-2007 0:00:00,5:16,Stedum,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
737268.987854119972326,7045765.146911839954555,593,28-9-2007 0:00:00,0:43,Middelstum,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
730812.457381860003807,7047629.722387040033937,594,19-3-2008 0:00:00,0:28,Tinallinge,3,1.200000000000000,manual,ind,120,GM0053,Winsum,NEE,432,5,134
745840.588653509970754,7047256.772306269966066,595,31-3-2008 0:00:00,12:00,Westeremden,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
767770.528360959957354,7037566.204655069857836,596,7-4-2008 0:00:00,17:31,Meedhuizen,3,1.200000000000000,manual,ind,120,GM0010,Delfzijl,NEE,680,4,188
748957.534398720017634,7043714.618788300082088,597,10-5-2008 0:00:00,7:26,Loppersum,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
741721.767490010010079,7022308.864531449973583,598,23-7-2008 0:00:00,23:16,Harkstede,3,1.200000000000000,manual,ind,120,GM0014,Groningen,NEE,3448,1,2125
756081.981816129991785,6991881.562183490023017,599,16-11-2008 0:00:00,16:04,Eexterveen,3,1.200000000000000,manual,ind,120,GM1680,Aa en Hunze,NEE,279,5,92
732704.888726769946516,6995030.224035990424454,600,24-12-2008 0:00:00,22:48,Vries,3,1.200000000000000,manual,ind,120,GM1730,Tynaarlo,NEE,503,4,232
768327.12581549002789,7044273.801290939562023,601,1-1-2009 0:00:00,16:33,Delfzijl,3,1.200000000000000,manual,ind,120,GM0010,Delfzijl,NEE,680,4,188
765321.499561159987934,7041478.28187617007643,602,3-2-2009 0:00:00,1:40,Appingedam,3,1.200000000000000,manual,ind,120,GM0003,Appingedam,NEE,1045,3,503
768327.125815500039607,7048002.689960120245814,603,13-3-2009 0:00:00,19:40,Holwierde,3,1.200000000000000,manual,ind,120,GM0010,Delfzijl,JA,-99999999,-99999999,-99999999
740051.975126369972713,7005225.593252790160477,604,22-3-2009 0:00:00,2:38,Noordlaren,3,1.200000000000000,manual,ind,120,GM0017,Haren,NEE,865,4,431
748066.978471409995109,7024167.950970809906721,605,1-5-2009 0:00:00,17:31,Scharmer,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
748400.936944140004925,7029933.878975319676101,606,7-5-2009 0:00:00,13:26,Lageland,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
760868.719925050041638,7024911.707087149843574,607,5-7-2009 0:00:00,6:28,Schildwolde,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
751072.604725840035826,7042596.371725589968264,608,20-11-2009 0:00:00,11:02,Garrelsweer,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
758864.969088890007697,7037379.96324364002794,609,14-1-2010 0:00:00,15:36,Overschild,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
756081.981816270039417,7018591.992999150417745,610,17-2-2010 0:00:00,23:31,Froombosch,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
743391.559853569953702,7027143.392370129935443,611,30-5-2010 0:00:00,23:45,Lageland,3,1.200000000000000,manual,ind,120,GM0014,Groningen,NEE,3448,1,2125
732482.249745470006019,7061627.999111809767783,612,2-12-2010 0:00:00,18:57,Usquert,3,1.200000000000000,manual,ind,120,GM1651,Eemsmond,NEE,359,5,83
763874.346179440035485,7041105.620186979882419,613,7-12-2010 0:00:00,1:26,Appingedam,3,1.200000000000000,manual,ind,120,GM0003,Appingedam,NEE,1045,3,503
759198.927561559947208,7029933.878974439576268,614,26-3-2011 0:00:00,21:50,Hellum,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
772223.307996909948997,7006524.121145130135119,615,2-5-2011 0:00:00,10:33,Meeden,3,1.200000000000000,manual,ind,120,GM1987,Menterwolde,NEE,357,5,152
741053.850544619956054,7024539.820346459746361,616,10-5-2011 0:00:00,21:36,Harkstede,3,1.200000000000000,manual,ind,120,GM0014,Groningen,NEE,3448,1,2125
761759.275852359947748,7049681.260628949850798,617,19-5-2011 0:00:00,7:12,Krewerd,3,1.200000000000000,manual,ind,120,GM0010,Delfzijl,NEE,680,4,188
753298.994543810025789,7033097.613527660258114,618,23-5-2011 0:00:00,5:02,Overschild,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
754189.550471,7028631.530164229683578,619,23-7-2011 0:00:00,12:00,Schildwolde,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
765878.097015639999881,7035890.18887470010668,620,27-7-2011 0:00:00,7:40,Tjuchem,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
774004.419851409969851,7036076.395415459759533,621,27-7-2011 0:00:00,0:57,Farmsum,3,1.200000000000000,manual,ind,120,GM0010,Delfzijl,NEE,680,4,188
744170.796289889956824,7028631.530165039934218,622,7-11-2011 0:00:00,6:28,Lageland,3,1.200000000000000,manual,ind,120,GM0014,Groningen,NEE,3448,1,2125
749514.131853239960037,7046324.473640499636531,623,18-4-2012 0:00:00,10:19,Loppersum,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
743614.198835460003465,7041478.281877970322967,624,27-7-2012 0:00:00,12:00,Stedum,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
751629.202180380001664,7050240.862962709739804,625,16-8-2012 0:00:00,15:21,Zeerijp,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
760312.122470539994538,7023610.179466160014272,626,28-9-2012 0:00:00,11:45,Schildwolde,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
749180.173380519961938,7042969.103275540284812,627,17-12-2012 0:00:00,20:52,Loppersum,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
755080.106398319941945,7053039.465771749615669,628,25-12-2012 0:00:00,15:21,Het Zandt,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
741721.767490220023319,7055279.057819330133498,629,18-1-2013 0:00:00,14:24,Zandeweer,3,1.200000000000000,manual,ind,120,GM1651,Eemsmond,NEE,359,5,83
753966.911489140009508,7017477.269648210145533,630,27-1-2013 0:00:00,8:52,Froombosch,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
754412.189452740014531,7015805.477011409588158,631,22-5-2013 0:00:00,22:04,Sappemeer,3,1.200000000000000,manual,ind,120,GM0018,Hoogezand-Sappemeer,NEE,1249,3,515
758308.371634379960597,7036262.606316220015287,632,22-5-2013 0:00:00,6:14,Overschild,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
746397.18610799999442,7044273.80129277985543,633,24-5-2013 0:00:00,9:50,Westeremden,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
761202.678397799958475,7035331.595395639538765,634,30-5-2013 0:00:00,12:14,Steendam,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
764430.94363394996617,7042037.307152099907398,635,3-6-2013 0:00:00,7:12,Appingedam,3,1.200000000000000,manual,ind,120,GM0003,Appingedam,NEE,1045,3,503
763874.346179420012049,7035331.595395410433412,636,25-9-2013 0:00:00,9:50,Tjuchem,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
747510.381016899948008,7024167.95097086019814,637,30-9-2013 0:00:00,5:31,Scharmer,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
747287.742035110015422,7026027.471539219841361,638,1-10-2013 0:00:00,6:43,Scharmer,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
754412.189452860038728,7041291.948849810287356,639,3-10-2013 0:00:00,4:19,Garrelsweer,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
753855.591998339979909,7038311.213907740078866,640,10-11-2013 0:00:00,23:31,Garrelsweer,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
744950.032726309960708,7047629.722385950386524,641,23-12-2013 0:00:00,12:57,Westeremden,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
776230.809669420006685,7034400.693396080285311,642,16-1-2014 0:00:00,21:50,Farmsum,3,1.200000000000000,manual,ind,120,GM0010,Delfzijl,NEE,680,4,188
751406.563198499963619,7034773.041128939948976,643,28-2-2014 0:00:00,22:04,Ten Post,3,1.200000000000000,manual,ind,120,GM0009,Ten Boer,NEE,371,5,161
757195.176725259982049,7013205.607689100317657,644,2-4-2014 0:00:00,16:19,Sappemeer,3,1.200000000000000,manual,ind,120,GM0018,Hoogezand-Sappemeer,NEE,1249,3,515
742167.045453669968992,7029375.703394739888608,645,4-4-2014 0:00:00,1:40,Garmerwolde,3,1.200000000000000,manual,ind,120,GM0009,Ten Boer,NEE,371,5,161
752853.71658014995046,7021379.484027779661119,646,12-6-2014 0:00:00,0:28,Froombosch,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
744504.754762580036186,7027515.400740959681571,647,7-7-2014 0:00:00,6:28,Lageland,3,1.200000000000000,manual,ind,120,GM0014,Groningen,NEE,3448,1,2125
746619.82508970994968,7028259.469636199995875,648,8-7-2014 0:00:00,5:16,Lageland,3,1.200000000000000,manual,ind,120,GM0014,Groningen,NEE,3448,1,2125
748623.575926069985144,7052852.861589290201664,649,19-8-2014 0:00:00,6:57,Garsthuizen,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
748846.214907870045863,7052293.075328120030463,650,21-8-2014 0:00:00,0:00,Garsthuizen,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
756638.579270759946667,7015434.015168990008533,651,23-1-2015 0:00:00,6:57,Sappemeer,3,1.200000000000000,manual,ind,120,GM0018,Hoogezand-Sappemeer,NEE,1249,3,515
758085.732652559992857,7033469.90028895996511,652,1-3-2015 0:00:00,11:31,Overschild,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
750627.326762330019847,7063496.300965839996934,653,25-3-2015 0:00:00,22:04,Uithuizermeeden,3,1.200000000000000,manual,ind,120,GM1651,Eemsmond,NEE,359,5,83
768104.486833650036715,7031608.64060907997191,654,13-5-2015 0:00:00,16:04,Siddeburen,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
745951.9081442799652,7023610.179467329755425,655,9-9-2015 0:00:00,21:21,Harkstede,3,1.200000000000000,manual,ind,120,GM0014,Groningen,NEE,3448,1,2125
751406.56319854001049,7042037.307153189554811,656,27-10-2015 0:00:00,7:12,Garrelsweer,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
770776.154614889994264,6939831.00614293012768,657,28-11-2015 0:00:00,0:00,Emmen,3,1.200000000000000,manual,ind,120,GM0114,Emmen,NEE,846,4,321
759866.844506980036385,7032725.344180430285633,658,7-3-2016 0:00:00,0:00,Steendam,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
738604.821744799963199,7026957.394703320227563,659,28-5-2016 0:00:00,7:12,Groningen,3,1.200000000000000,manual,ind,120,GM0014,Groningen,NEE,3448,1,2125
751406.56319858005736,7050054.324474309571087,660,1-6-2016 0:00:00,12:00,Zeerijp,3,1.200000000000000,manual,ind,120,GM0024,Loppersum,NEE,208,5,89
753187.675052830018103,7017105.729856350459158,661,18-6-2016 0:00:00,2:24,Kolham,3,1.200000000000000,manual,ind,120,GM0040,Slochteren,NEE,221,5,110
773113.863924190052785,7030119.946198579855263,662,21-9-2016 0:00:00,2:24,Wagenborgen,3,1.200000000000000,manual,ind,120,GM0010,Delfzijl,NEE,680,4,188
